code	notes	emoji	description	ASCII	tagged_desc	url
1F9D6 1F3FD	fully-qualified     # 🧖🏽 E5.0 person in steamy room: medium skin tone	🧖🏽	person in steamy room: medium skin tone	<f0><9f><a7><96><f0><9f><8f><bd>	jaugur_person_in_steamy_room:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-in-steamy-room_medium-skin-tone_1f9d6-1f3fd_1f3fd.png
1F9D6 1F3FE	fully-qualified     # 🧖🏾 E5.0 person in steamy room: medium-dark skin tone	🧖🏾	person in steamy room: medium-dark skin tone	<f0><9f><a7><96><f0><9f><8f><be>	jaugur_person_in_steamy_room:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-in-steamy-room_medium-dark-skin-tone_1f9d6-1f3fe_1f3fe.png
1F9D6 1F3FF	fully-qualified     # 🧖🏿 E5.0 person in steamy room: dark skin tone	🧖🏿	person in steamy room: dark skin tone	<f0><9f><a7><96><f0><9f><8f><bf>	jaugur_person_in_steamy_room:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/person-in-steamy-room_dark-skin-tone_1f9d6-1f3ff_1f3ff.png
1F9D6 200D 2642 FE0F	fully-qualified     # 🧖‍♂️ E5.0 man in steamy room	🧖‍♂️	man in steamy room	<f0><9f><a7><96><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_in_steamy_room 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room_1f9d6-200d-2642-fe0f.png
1F9D6 200D 2642	minimally-qualified # 🧖‍♂ E5.0 man in steamy room	🧖‍♂	man in steamy room	<f0><9f><a7><96><e2><80><8d><e2><99><82>	jaugur_man_in_steamy_room 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room_1f9d6-200d-2642-fe0f.png
1F9D6 1F3FB 200D 2642 FE0F	fully-qualified     # 🧖🏻‍♂️ E5.0 man in steamy room: light skin tone	🧖🏻‍♂️	man in steamy room: light skin tone	<f0><9f><a7><96><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_in_steamy_room:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room-light-skin-tone_1f9d6-1f3fb-200d-2642-fe0f.png
1F9D6 1F3FB 200D 2642	minimally-qualified # 🧖🏻‍♂ E5.0 man in steamy room: light skin tone	🧖🏻‍♂	man in steamy room: light skin tone	<f0><9f><a7><96><f0><9f><8f><bb><e2><80><8d><e2><99><82>	jaugur_man_in_steamy_room:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room-light-skin-tone_1f9d6-1f3fb-200d-2642-fe0f.png
1F9D6 1F3FC 200D 2642 FE0F	fully-qualified     # 🧖🏼‍♂️ E5.0 man in steamy room: medium-light skin tone	🧖🏼‍♂️	man in steamy room: medium-light skin tone	<f0><9f><a7><96><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_in_steamy_room:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room-medium-light-skin-tone_1f9d6-1f3fc-200d-2642-fe0f.png
1F9D6 1F3FC 200D 2642	minimally-qualified # 🧖🏼‍♂ E5.0 man in steamy room: medium-light skin tone	🧖🏼‍♂	man in steamy room: medium-light skin tone	<f0><9f><a7><96><f0><9f><8f><bc><e2><80><8d><e2><99><82>	jaugur_man_in_steamy_room:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room-medium-light-skin-tone_1f9d6-1f3fc-200d-2642-fe0f.png
1F9D6 1F3FD 200D 2642 FE0F	fully-qualified     # 🧖🏽‍♂️ E5.0 man in steamy room: medium skin tone	🧖🏽‍♂️	man in steamy room: medium skin tone	<f0><9f><a7><96><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_in_steamy_room:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room-medium-skin-tone_1f9d6-1f3fd-200d-2642-fe0f.png
1F9D6 1F3FD 200D 2642	minimally-qualified # 🧖🏽‍♂ E5.0 man in steamy room: medium skin tone	🧖🏽‍♂	man in steamy room: medium skin tone	<f0><9f><a7><96><f0><9f><8f><bd><e2><80><8d><e2><99><82>	jaugur_man_in_steamy_room:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room-medium-skin-tone_1f9d6-1f3fd-200d-2642-fe0f.png
1F9D6 1F3FE 200D 2642 FE0F	fully-qualified     # 🧖🏾‍♂️ E5.0 man in steamy room: medium-dark skin tone	🧖🏾‍♂️	man in steamy room: medium-dark skin tone	<f0><9f><a7><96><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_in_steamy_room:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room-medium-dark-skin-tone_1f9d6-1f3fe-200d-2642-fe0f.png
1F9D6 1F3FE 200D 2642	minimally-qualified # 🧖🏾‍♂ E5.0 man in steamy room: medium-dark skin tone	🧖🏾‍♂	man in steamy room: medium-dark skin tone	<f0><9f><a7><96><f0><9f><8f><be><e2><80><8d><e2><99><82>	jaugur_man_in_steamy_room:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room-medium-dark-skin-tone_1f9d6-1f3fe-200d-2642-fe0f.png
1F9D6 1F3FF 200D 2642 FE0F	fully-qualified     # 🧖🏿‍♂️ E5.0 man in steamy room: dark skin tone	🧖🏿‍♂️	man in steamy room: dark skin tone	<f0><9f><a7><96><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>	jaugur_man_in_steamy_room:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room-dark-skin-tone_1f9d6-1f3ff-200d-2642-fe0f.png
1F9D6 1F3FF 200D 2642	minimally-qualified # 🧖🏿‍♂ E5.0 man in steamy room: dark skin tone	🧖🏿‍♂	man in steamy room: dark skin tone	<f0><9f><a7><96><f0><9f><8f><bf><e2><80><8d><e2><99><82>	jaugur_man_in_steamy_room:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/man-in-steamy-room-dark-skin-tone_1f9d6-1f3ff-200d-2642-fe0f.png
1F9D6 200D 2640 FE0F	fully-qualified     # 🧖‍♀️ E5.0 woman in steamy room	🧖‍♀️	woman in steamy room	<f0><9f><a7><96><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_in_steamy_room 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-in-steamy-room_1f9d6-200d-2640-fe0f.png
1F9D6 200D 2640	minimally-qualified # 🧖‍♀ E5.0 woman in steamy room	🧖‍♀	woman in steamy room	<f0><9f><a7><96><e2><80><8d><e2><99><80>	jaugur_woman_in_steamy_room 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-in-steamy-room_1f9d6-200d-2640-fe0f.png
1F9D6 1F3FB 200D 2640 FE0F	fully-qualified     # 🧖🏻‍♀️ E5.0 woman in steamy room: light skin tone	🧖🏻‍♀️	woman in steamy room: light skin tone	<f0><9f><a7><96><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_in_steamy_room:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-in-steamy-room-light-skin-tone_1f9d6-1f3fb-200d-2640-fe0f.png
1F9D6 1F3FB 200D 2640	minimally-qualified # 🧖🏻‍♀ E5.0 woman in steamy room: light skin tone	🧖🏻‍♀	woman in steamy room: light skin tone	<f0><9f><a7><96><f0><9f><8f><bb><e2><80><8d><e2><99><80>	jaugur_woman_in_steamy_room:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-in-steamy-room-light-skin-tone_1f9d6-1f3fb-200d-2640-fe0f.png
1F9D6 1F3FC 200D 2640 FE0F	fully-qualified     # 🧖🏼‍♀️ E5.0 woman in steamy room: medium-light skin tone	🧖🏼‍♀️	woman in steamy room: medium-light skin tone	<f0><9f><a7><96><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>	jaugur_woman_in_steamy_room:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-in-steamy-room-medium-light-skin-tone_1f9d6-1f3fc-200d-2640-fe0f.png
1F9D6 1F3FC 200D 2640	minimally-qualified # 🧖🏼‍♀ E5.0 woman in steamy room: medium-light skin tone	🧖🏼‍♀	woman in steamy room: medium-light skin tone	<f0><9f><a7><96><f0><9f><8f><bc><e2><80><8d><e2><99><80>	jaugur_woman_in_steamy_room:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/woman-in-steamy-room-medium-light-skin-tone_1f9d6-1f3fc-200d-2640-fe0f.png
